Date,Product ID,Product Name,Category,Subcategory,Price,Quantity Sold,Total Sales,Discount (%),Store ID,Region,Holiday Flag,Day Type,Loyalty Score
2023-01-03,P009,DSLR Camera,Electronics,Cameras,262,8,1781.6,15,S004,West,0,Weekday,88
2023-01-04,P001,Wireless Headphones,Electronics,Audio Devices,853,17,13775.949999999999,5,S003,East,0,Weekday,97
2023-01-04,P002,Gaming Laptop,Electronics,Computers,854,13,9991.800000000001,10,S003,East,0,Weekday,73
2023-01-04,P003,Office Chair,Furniture,Chairs,621,3,1863.0,0,S001,South,0,Weekday,78
2023-01-04,P004,Coffee Maker,Appliances,Kitchen,607,8,4856.0,0,S001,West,0,Weekday,81
2023-01-04,P005,Sneakers,Fashion,Footwear,726,3,1851.3,15,S004,West,0,Weekday,69
2023-01-04,P006,Smartwatch,Electronics,Wearable Devices,965,17,16405.0,0,S003,West,0,Weekday,85
2023-01-04,P007,Yoga Mat,Fitness,Accessories,933,2,1586.1,15,S004,West,0,Weekday,84
2023-01-04,P008,Backpack,Fashion,Bags,682,13,7979.400000000001,10,S003,South,0,Weekday,79
2023-01-04,P009,DSLR Camera,Electronics,Cameras,388,7,2444.4,10,S002,South,0,Weekday,75
2023-01-05,P001,Wireless Headphones,Electronics,Audio Devices,567,13,7002.45,5,S002,West,0,Weekday,94
2023-01-05,P002,Gaming Laptop,Electronics,Computers,253,6,1290.3,15,S003,East,0,Weekday,77
2023-01-05,P003,Office Chair,Furniture,Chairs,1116,2,2008.8,10,S002,South,0,Weekday,88
2023-01-05,P004,Coffee Maker,Appliances,Kitchen,1076,4,3658.4,15,S004,West,0,Weekday,79
2023-01-05,P005,Sneakers,Fashion,Footwear,349,11,3839.0,0,S002,South,0,Weekday,80
2023-01-05,P006,Smartwatch,Electronics,Wearable Devices,373,7,2611.0,0,S002,East,0,Weekday,67
2023-01-05,P007,Yoga Mat,Fitness,Accessories,638,8,4848.8,5,S004,West,0,Weekday,94
2023-01-05,P008,Backpack,Fashion,Bags,1075,8,8600.0,0,S001,West,0,Weekday,92
2023-01-05,P009,DSLR Camera,Electronics,Cameras,109,3,310.65,5,S004,East,0,Weekday,97
2023-01-06,P001,Wireless Headphones,Electronics,Audio Devices,1171,20,19907.0,15,S004,North,0,Weekday,91
2023-01-06,P002,Gaming Laptop,Electronics,Computers,328,7,2181.2,5,S002,South,0,Weekday,84
2023-01-06,P003,Office Chair,Furniture,Chairs,108,7,680.4,10,S002,North,0,Weekday,77
2023-01-06,P004,Coffee Maker,Appliances,Kitchen,151,20,2869.0,5,S004,South,0,Weekday,92
2023-01-06,P005,Sneakers,Fashion,Footwear,995,9,7611.75,15,S004,East,0,Weekday,78
2023-01-06,P006,Smartwatch,Electronics,Wearable Devices,329,2,592.2,10,S003,North,0,Weekday,68
2023-01-06,P007,Yoga Mat,Fitness,Accessories,89,13,1099.1499999999999,5,S002,West,0,Weekday,88
2023-01-06,P008,Backpack,Fashion,Bags,304,10,3040.0,0,S004,North,0,Weekday,92
2023-01-06,P009,DSLR Camera,Electronics,Cameras,1091,10,9819.0,10,S001,South,0,Weekday,91
2023-01-07,P001,Wireless Headphones,Electronics,Audio Devices,759,9,6489.45,5,S002,West,0,Weekend,68
2023-01-07,P002,Gaming Laptop,Electronics,Computers,148,14,1864.8,10,S001,North,0,Weekend,93
2023-01-07,P003,Office Chair,Furniture,Chairs,1133,1,1076.35,5,S004,South,0,Weekend,65
2023-01-07,P004,Coffee Maker,Appliances,Kitchen,852,10,7668.0,10,S003,East,0,Weekend,71
2023-01-07,P005,Sneakers,Fashion,Footwear,1025,20,20500.0,0,S004,West,0,Weekend,60
2023-01-07,P006,Smartwatch,Electronics,Wearable Devices,1074,4,3866.4,10,S003,South,0,Weekend,93
2023-01-07,P007,Yoga Mat,Fitness,Accessories,1003,7,6669.95,5,S001,South,0,Weekend,100
2023-01-07,P008,Backpack,Fashion,Bags,348,14,4141.2,15,S002,North,0,Weekend,94
2023-01-07,P009,DSLR Camera,Electronics,Cameras,365,1,346.75,5,S001,South,0,Weekend,93
2023-01-08,P001,Wireless Headphones,Electronics,Audio Devices,577,11,6347.0,0,S002,West,0,Weekend,79
2023-01-08,P002,Gaming Laptop,Electronics,Computers,1018,16,16288.0,0,S004,North,0,Weekend,98
2023-01-08,P003,Office Chair,Furniture,Chairs,978,8,7041.6,10,S003,West,0,Weekend,60
2023-01-08,P004,Coffee Maker,Appliances,Kitchen,964,10,9640.0,0,S003,North,0,Weekend,76
2023-01-08,P005,Sneakers,Fashion,Footwear,514,13,6013.8,10,S002,West,0,Weekend,80
2023-01-08,P006,Smartwatch,Electronics,Wearable Devices,1000,20,18000.0,10,S004,West,0,Weekend,81
2023-01-08,P007,Yoga Mat,Fitness,Accessories,666,20,12654.0,5,S003,West,0,Weekend,80
2023-01-08,P008,Backpack,Fashion,Bags,788,16,11977.599999999999,5,S003,North,0,Weekend,74
2023-01-08,P009,DSLR Camera,Electronics,Cameras,899,11,8405.65,15,S002,West,0,Weekend,62
2023-01-09,P001,Wireless Headphones,Electronics,Audio Devices,1091,1,1091.0,0,S002,North,0,Weekday,99
2023-01-09,P002,Gaming Laptop,Electronics,Computers,483,19,8718.15,5,S001,South,0,Weekday,91
2023-01-09,P003,Office Chair,Furniture,Chairs,694,1,589.9,15,S002,West,0,Weekday,80
2023-01-09,P004,Coffee Maker,Appliances,Kitchen,1187,2,2136.6,10,S002,West,0,Weekday,82
2023-01-09,P005,Sneakers,Fashion,Footwear,415,9,3735.0,0,S001,North,0,Weekday,79
2023-01-09,P006,Smartwatch,Electronics,Wearable Devices,1054,1,948.6,10,S003,West,0,Weekday,86
2023-01-09,P007,Yoga Mat,Fitness,Accessories,209,15,3135.0,0,S002,West,0,Weekday,61
2023-01-09,P008,Backpack,Fashion,Bags,616,4,2464.0,0,S004,East,0,Weekday,65
2023-01-09,P009,DSLR Camera,Electronics,Cameras,236,16,3587.2,5,S002,North,0,Weekday,90
2023-01-10,P001,Wireless Headphones,Electronics,Audio Devices,341,20,6820.0,0,S004,North,0,Weekday,72
2023-01-10,P002,Gaming Laptop,Electronics,Computers,985,14,13100.5,5,S001,North,0,Weekday,84
2023-01-10,P003,Office Chair,Furniture,Chairs,584,6,3504.0,0,S001,South,0,Weekday,91
2023-01-10,P004,Coffee Maker,Appliances,Kitchen,244,6,1317.6000000000001,10,S003,West,0,Weekday,67
2023-01-10,P005,Sneakers,Fashion,Footwear,573,17,9741.0,0,S003,North,0,Weekday,100
2023-01-10,P006,Smartwatch,Electronics,Wearable Devices,535,15,8025.0,0,S001,North,0,Weekday,66
2023-01-10,P007,Yoga Mat,Fitness,Accessories,641,14,7627.9,15,S003,West,0,Weekday,88
2023-01-10,P008,Backpack,Fashion,Bags,487,7,3409.0,0,S001,East,0,Weekday,78
2023-01-10,P009,DSLR Camera,Electronics,Cameras,654,4,2354.4,10,S003,South,0,Weekday,87
2023-01-11,P001,Wireless Headphones,Electronics,Audio Devices,459,14,6426.0,0,S001,South,0,Weekday,92
2023-01-11,P002,Gaming Laptop,Electronics,Computers,475,13,5248.75,15,S003,North,0,Weekday,82
2023-01-11,P003,Office Chair,Furniture,Chairs,665,16,9576.0,10,S002,North,0,Weekday,90
2023-01-11,P004,Coffee Maker,Appliances,Kitchen,794,1,674.9,15,S004,South,0,Weekday,78
2023-01-11,P005,Sneakers,Fashion,Footwear,597,13,6596.849999999999,15,S004,West,0,Weekday,66
2023-01-11,P006,Smartwatch,Electronics,Wearable Devices,558,6,3013.2000000000003,10,S003,West,0,Weekday,71
2023-01-11,P007,Yoga Mat,Fitness,Accessories,716,7,4761.4,5,S004,North,0,Weekday,92
2023-01-11,P008,Backpack,Fashion,Bags,313,9,2394.45,15,S003,North,0,Weekday,98
2023-01-11,P009,DSLR Camera,Electronics,Cameras,371,6,2226.0,0,S004,South,0,Weekday,77
2023-01-12,P001,Wireless Headphones,Electronics,Audio Devices,668,4,2271.2,15,S001,East,0,Weekday,63
2023-01-12,P002,Gaming Laptop,Electronics,Computers,505,15,6817.5,10,S001,North,0,Weekday,88
2023-01-12,P003,Office Chair,Furniture,Chairs,139,12,1584.6,5,S003,East,0,Weekday,91
2023-01-12,P004,Coffee Maker,Appliances,Kitchen,921,12,11052.0,0,S004,North,0,Weekday,85
2023-01-12,P005,Sneakers,Fashion,Footwear,392,17,6330.799999999999,5,S001,North,0,Weekday,89
2023-01-12,P006,Smartwatch,Electronics,Wearable Devices,607,17,10319.0,0,S001,North,0,Weekday,84
2023-01-12,P007,Yoga Mat,Fitness,Accessories,926,4,3704.0,0,S002,West,0,Weekday,76
2023-01-12,P008,Backpack,Fashion,Bags,1003,9,8124.3,10,S002,East,0,Weekday,79
2023-01-12,P009,DSLR Camera,Electronics,Cameras,945,3,2551.5,10,S001,West,0,Weekday,72
2023-01-13,P001,Wireless Headphones,Electronics,Audio Devices,75,6,450.0,0,S003,East,0,Weekday,80
2023-01-13,P002,Gaming Laptop,Electronics,Computers,174,12,1774.8,15,S001,East,0,Weekday,75
2023-01-13,P003,Office Chair,Furniture,Chairs,161,8,1094.8,15,S003,North,0,Weekday,63
2023-01-13,P004,Coffee Maker,Appliances,Kitchen,384,17,6201.599999999999,5,S002,East,0,Weekday,65
2023-01-13,P005,Sneakers,Fashion,Footwear,154,8,1108.8,10,S003,East,0,Weekday,98
2023-01-13,P006,Smartwatch,Electronics,Wearable Devices,736,10,6256.0,15,S003,West,0,Weekday,97
2023-01-13,P007,Yoga Mat,Fitness,Accessories,902,9,7306.2,10,S004,North,0,Weekday,97
2023-01-13,P008,Backpack,Fashion,Bags,405,1,384.75,5,S001,East,0,Weekday,82
2023-01-13,P009,DSLR Camera,Electronics,Cameras,1164,9,9952.199999999999,5,S003,South,0,Weekday,79
2023-01-14,P001,Wireless Headphones,Electronics,Audio Devices,387,9,3134.7000000000003,10,S001,East,0,Weekend,60
2023-01-14,P002,Gaming Laptop,Electronics,Computers,265,2,477.0,10,S002,East,0,Weekend,77
2023-01-14,P003,Office Chair,Furniture,Chairs,1107,18,16937.1,15,S002,North,0,Weekend,80
2023-01-14,P004,Coffee Maker,Appliances,Kitchen,478,11,4732.2,10,S004,North,0,Weekend,73
2023-01-14,P005,Sneakers,Fashion,Footwear,1011,13,11828.7,10,S004,West,0,Weekend,64
2023-01-14,P006,Smartwatch,Electronics,Wearable Devices,353,5,1765.0,0,S004,South,0,Weekend,88
2023-01-14,P007,Yoga Mat,Fitness,Accessories,826,5,3510.5,15,S004,East,0,Weekend,100
2023-01-14,P008,Backpack,Fashion,Bags,704,9,5702.400000000001,10,S004,South,0,Weekend,93
2023-01-14,P009,DSLR Camera,Electronics,Cameras,192,15,2448.0,15,S003,South,0,Weekend,100
2023-01-15,P001,Wireless Headphones,Electronics,Audio Devices,370,2,740.0,0,S001,West,0,Weekend,62
2023-01-15,P002,Gaming Laptop,Electronics,Computers,952,18,16279.199999999999,5,S004,North,0,Weekend,72
2023-01-15,P003,Office Chair,Furniture,Chairs,734,4,2936.0,0,S003,West,0,Weekend,80
2023-01-15,P004,Coffee Maker,Appliances,Kitchen,764,18,11689.199999999999,15,S001,North,0,Weekend,81
2023-01-15,P005,Sneakers,Fashion,Footwear,323,3,823.65,15,S002,North,0,Weekend,96
2023-01-15,P006,Smartwatch,Electronics,Wearable Devices,70,1,63.0,10,S003,West,0,Weekend,63
2023-01-15,P007,Yoga Mat,Fitness,Accessories,896,6,5376.0,0,S004,West,0,Weekend,75
2023-01-15,P008,Backpack,Fashion,Bags,953,16,14485.599999999999,5,S003,West,0,Weekend,76
2023-01-15,P009,DSLR Camera,Electronics,Cameras,1102,2,1983.6000000000001,10,S004,West,0,Weekend,74
2023-01-16,P001,Wireless Headphones,Electronics,Audio Devices,360,20,6120.0,15,S001,South,0,Weekday,97
2023-01-16,P002,Gaming Laptop,Electronics,Computers,595,9,4819.5,10,S003,North,0,Weekday,80
2023-01-16,P003,Office Chair,Furniture,Chairs,808,18,13816.8,5,S004,East,0,Weekday,95
2023-01-16,P004,Coffee Maker,Appliances,Kitchen,101,6,575.6999999999999,5,S002,South,0,Weekday,77
2023-01-16,P005,Sneakers,Fashion,Footwear,923,10,9230.0,0,S002,West,0,Weekday,66
2023-01-16,P006,Smartwatch,Electronics,Wearable Devices,340,11,3740.0,0,S002,West,0,Weekday,65
2023-01-16,P007,Yoga Mat,Fitness,Accessories,927,9,8343.0,0,S003,North,0,Weekday,82
2023-01-16,P008,Backpack,Fashion,Bags,512,16,7782.4,5,S002,South,0,Weekday,88
2023-01-16,P009,DSLR Camera,Electronics,Cameras,956,14,12045.6,10,S001,West,0,Weekday,91
2023-01-17,P001,Wireless Headphones,Electronics,Audio Devices,668,18,12024.0,0,S004,East,0,Weekday,63
2023-01-17,P002,Gaming Laptop,Electronics,Computers,995,13,12288.25,5,S001,North,0,Weekday,89
2023-01-17,P003,Office Chair,Furniture,Chairs,1069,12,10903.8,15,S004,North,0,Weekday,97
2023-01-17,P004,Coffee Maker,Appliances,Kitchen,780,3,1989.0,15,S001,West,0,Weekday,91
2023-01-17,P005,Sneakers,Fashion,Footwear,424,13,4960.8,10,S003,North,0,Weekday,83
2023-01-17,P006,Smartwatch,Electronics,Wearable Devices,1086,17,15692.699999999999,15,S003,West,0,Weekday,78
2023-01-17,P007,Yoga Mat,Fitness,Accessories,1109,20,19962.0,10,S001,North,0,Weekday,87
2023-01-17,P008,Backpack,Fashion,Bags,1064,14,14896.0,0,S002,North,0,Weekday,96
2023-01-17,P009,DSLR Camera,Electronics,Cameras,1173,5,5865.0,0,S002,East,0,Weekday,85
2023-01-18,P001,Wireless Headphones,Electronics,Audio Devices,953,10,9053.5,5,S004,East,0,Weekday,71
2023-01-18,P002,Gaming Laptop,Electronics,Computers,696,13,7690.8,15,S001,South,0,Weekday,96
2023-01-18,P003,Office Chair,Furniture,Chairs,675,16,10260.0,5,S001,West,0,Weekday,88
2023-01-18,P004,Coffee Maker,Appliances,Kitchen,431,17,6594.3,10,S004,South,0,Weekday,64
2023-01-18,P005,Sneakers,Fashion,Footwear,345,4,1242.0,10,S001,North,0,Weekday,78
2023-01-18,P006,Smartwatch,Electronics,Wearable Devices,845,11,9295.0,0,S002,East,0,Weekday,72
2023-01-18,P007,Yoga Mat,Fitness,Accessories,1131,1,1131.0,0,S004,East,0,Weekday,92
2023-01-18,P008,Backpack,Fashion,Bags,555,9,4745.25,5,S004,West,0,Weekday,74
2023-01-18,P009,DSLR Camera,Electronics,Cameras,910,5,4322.5,5,S004,North,0,Weekday,84
2023-01-19,P001,Wireless Headphones,Electronics,Audio Devices,403,17,5823.349999999999,15,S004,West,0,Weekday,88
2023-01-19,P002,Gaming Laptop,Electronics,Computers,178,3,480.6,10,S002,West,0,Weekday,85
2023-01-19,P003,Office Chair,Furniture,Chairs,438,16,6657.599999999999,5,S002,West,0,Weekday,94
2023-01-19,P004,Coffee Maker,Appliances,Kitchen,99,5,470.25,5,S001,East,0,Weekday,76
2023-01-19,P005,Sneakers,Fashion,Footwear,979,12,11748.0,0,S001,South,0,Weekday,63
2023-01-19,P006,Smartwatch,Electronics,Wearable Devices,58,6,295.8,15,S003,North,0,Weekday,84
2023-01-19,P007,Yoga Mat,Fitness,Accessories,377,16,5730.4,5,S002,North,0,Weekday,79
2023-01-19,P008,Backpack,Fashion,Bags,878,9,7506.9,5,S001,South,0,Weekday,89
2023-01-19,P009,DSLR Camera,Electronics,Cameras,560,8,4480.0,0,S004,West,0,Weekday,96
2023-01-20,P001,Wireless Headphones,Electronics,Audio Devices,915,6,5490.0,0,S001,East,0,Weekday,65
2023-01-20,P002,Gaming Laptop,Electronics,Computers,825,9,7053.75,5,S001,South,0,Weekday,77
2023-01-20,P003,Office Chair,Furniture,Chairs,941,1,893.9499999999999,5,S004,West,0,Weekday,62
2023-01-20,P004,Coffee Maker,Appliances,Kitchen,598,8,4066.4,15,S003,South,0,Weekday,90
2023-01-20,P005,Sneakers,Fashion,Footwear,514,6,3084.0,0,S001,North,0,Weekday,73
2023-01-20,P006,Smartwatch,Electronics,Wearable Devices,605,9,4900.5,10,S002,East,0,Weekday,98
2023-01-20,P007,Yoga Mat,Fitness,Accessories,293,3,747.15,15,S003,West,0,Weekday,86
2023-01-20,P008,Backpack,Fashion,Bags,216,4,777.6,10,S001,West,0,Weekday,74
2023-01-20,P009,DSLR Camera,Electronics,Cameras,292,11,3212.0,0,S004,North,0,Weekday,81
2023-01-21,P001,Wireless Headphones,Electronics,Audio Devices,477,17,6892.65,15,S003,South,0,Weekend,69
2023-01-21,P002,Gaming Laptop,Electronics,Computers,966,16,14683.199999999999,5,S001,West,0,Weekend,72
2023-01-21,P003,Office Chair,Furniture,Chairs,944,1,896.8,5,S001,West,0,Weekend,84
2023-01-21,P004,Coffee Maker,Appliances,Kitchen,889,2,1778.0,0,S004,North,0,Weekend,87
2023-01-21,P005,Sneakers,Fashion,Footwear,170,14,2261.0,5,S001,East,0,Weekend,70
2023-01-21,P006,Smartwatch,Electronics,Wearable Devices,670,15,8542.5,15,S004,East,0,Weekend,70
2023-01-21,P007,Yoga Mat,Fitness,Accessories,764,5,3820.0,0,S004,West,0,Weekend,95
2023-01-21,P008,Backpack,Fashion,Bags,89,7,623.0,0,S004,South,0,Weekend,76
2023-01-21,P009,DSLR Camera,Electronics,Cameras,228,17,3682.2,5,S004,South,0,Weekend,91
2023-01-22,P001,Wireless Headphones,Electronics,Audio Devices,659,6,3360.9,15,S001,West,0,Weekend,65
2023-01-22,P002,Gaming Laptop,Electronics,Computers,1200,19,22800.0,0,S001,South,0,Weekend,95
2023-01-22,P003,Office Chair,Furniture,Chairs,387,17,6250.049999999999,5,S003,South,0,Weekend,72
2023-01-22,P004,Coffee Maker,Appliances,Kitchen,1157,16,15735.199999999999,15,S001,North,0,Weekend,63
2023-01-22,P005,Sneakers,Fashion,Footwear,984,13,12792.0,0,S003,South,0,Weekend,76
2023-01-22,P006,Smartwatch,Electronics,Wearable Devices,1067,10,10670.0,0,S001,East,0,Weekend,85
2023-01-22,P007,Yoga Mat,Fitness,Accessories,1151,14,15308.3,5,S003,South,0,Weekend,78
2023-01-22,P008,Backpack,Fashion,Bags,1034,10,9306.0,10,S001,South,0,Weekend,78
2023-01-22,P009,DSLR Camera,Electronics,Cameras,912,1,866.4,5,S002,North,0,Weekend,66
2023-01-23,P001,Wireless Headphones,Electronics,Audio Devices,246,15,3505.5,5,S003,North,0,Weekday,64
2023-01-23,P002,Gaming Laptop,Electronics,Computers,1094,6,5579.4,15,S004,South,0,Weekday,66
2023-01-23,P003,Office Chair,Furniture,Chairs,107,4,428.0,0,S002,West,0,Weekday,92
2023-01-23,P004,Coffee Maker,Appliances,Kitchen,709,14,9926.0,0,S003,East,0,Weekday,96
2023-01-23,P005,Sneakers,Fashion,Footwear,94,17,1358.3,15,S003,North,0,Weekday,98
2023-01-23,P006,Smartwatch,Electronics,Wearable Devices,397,6,2382.0,0,S002,North,0,Weekday,92
2023-01-23,P007,Yoga Mat,Fitness,Accessories,1193,20,22667.0,5,S003,North,0,Weekday,72
2023-01-23,P008,Backpack,Fashion,Bags,141,19,2411.1,10,S004,East,0,Weekday,89
2023-01-23,P009,DSLR Camera,Electronics,Cameras,868,20,16492.0,5,S001,East,0,Weekday,87
2023-01-24,P001,Wireless Headphones,Electronics,Audio Devices,404,6,2424.0,0,S001,South,0,Weekday,78
2023-01-24,P002,Gaming Laptop,Electronics,Computers,1193,20,20281.0,15,S003,East,0,Weekday,72
2023-01-24,P003,Office Chair,Furniture,Chairs,76,17,1098.2,15,S004,East,0,Weekday,70
2023-01-24,P004,Coffee Maker,Appliances,Kitchen,550,18,8415.0,15,S001,South,0,Weekday,81
2023-01-24,P005,Sneakers,Fashion,Footwear,463,8,3148.4,15,S002,East,0,Weekday,82
2023-01-24,P006,Smartwatch,Electronics,Wearable Devices,296,7,1761.2,15,S004,South,0,Weekday,100
2023-01-24,P007,Yoga Mat,Fitness,Accessories,870,6,4437.0,15,S004,East,0,Weekday,88
2023-01-24,P008,Backpack,Fashion,Bags,1089,6,6207.299999999999,5,S002,East,0,Weekday,68
2023-01-24,P009,DSLR Camera,Electronics,Cameras,701,20,12618.0,10,S004,North,0,Weekday,95
2023-01-25,P001,Wireless Headphones,Electronics,Audio Devices,224,15,3360.0,0,S001,North,0,Weekday,74
2023-01-25,P002,Gaming Laptop,Electronics,Computers,485,1,436.5,10,S001,East,0,Weekday,60
2023-01-25,P003,Office Chair,Furniture,Chairs,85,19,1615.0,0,S001,North,0,Weekday,60
2023-01-25,P004,Coffee Maker,Appliances,Kitchen,959,5,4315.5,10,S002,West,0,Weekday,94
2023-01-25,P005,Sneakers,Fashion,Footwear,248,18,4017.6,10,S001,West,0,Weekday,75
2023-01-25,P006,Smartwatch,Electronics,Wearable Devices,87,13,1074.45,5,S002,East,0,Weekday,93
2023-01-25,P007,Yoga Mat,Fitness,Accessories,1175,6,7050.0,0,S001,North,0,Weekday,89
2023-01-25,P008,Backpack,Fashion,Bags,772,4,2933.6,5,S004,East,0,Weekday,69
2023-01-25,P009,DSLR Camera,Electronics,Cameras,542,16,8672.0,0,S004,East,0,Weekday,82
2023-01-26,P001,Wireless Headphones,Electronics,Audio Devices,228,12,2462.4,10,S001,West,0,Weekday,60
2023-01-26,P002,Gaming Laptop,Electronics,Computers,1066,14,12685.4,15,S002,West,0,Weekday,82
2023-01-26,P003,Office Chair,Furniture,Chairs,355,6,1810.5,15,S004,East,0,Weekday,87
2023-01-26,P004,Coffee Maker,Appliances,Kitchen,117,18,2106.0,0,S001,East,0,Weekday,91
2023-01-26,P005,Sneakers,Fashion,Footwear,1044,16,15868.8,5,S003,West,0,Weekday,88
2023-01-26,P006,Smartwatch,Electronics,Wearable Devices,205,20,3895.0,5,S001,West,0,Weekday,89
2023-01-26,P007,Yoga Mat,Fitness,Accessories,605,10,5445.0,10,S003,West,0,Weekday,92
2023-01-26,P008,Backpack,Fashion,Bags,185,8,1258.0,15,S002,North,0,Weekday,97
2023-01-26,P009,DSLR Camera,Electronics,Cameras,825,7,5197.5,10,S001,South,0,Weekday,69
2023-01-27,P001,Wireless Headphones,Electronics,Audio Devices,1088,4,4134.4,5,S001,East,0,Weekday,72
2023-01-27,P002,Gaming Laptop,Electronics,Computers,254,7,1778.0,0,S002,East,0,Weekday,92
2023-01-27,P003,Office Chair,Furniture,Chairs,614,3,1749.8999999999999,5,S002,North,0,Weekday,69
2023-01-27,P004,Coffee Maker,Appliances,Kitchen,1029,6,5865.299999999999,5,S002,West,0,Weekday,73
2023-01-27,P005,Sneakers,Fashion,Footwear,710,18,12141.0,5,S004,West,0,Weekday,96
2023-01-27,P006,Smartwatch,Electronics,Wearable Devices,923,18,14121.9,15,S004,East,0,Weekday,83
2023-01-27,P007,Yoga Mat,Fitness,Accessories,1157,20,19669.0,15,S004,West,0,Weekday,94
2023-01-27,P008,Backpack,Fashion,Bags,833,9,7122.15,5,S002,East,0,Weekday,72
2023-01-27,P009,DSLR Camera,Electronics,Cameras,988,2,1778.4,10,S004,North,0,Weekday,97
2023-01-28,P001,Wireless Headphones,Electronics,Audio Devices,818,6,4662.599999999999,5,S002,North,0,Weekend,75
2023-01-28,P002,Gaming Laptop,Electronics,Computers,1025,4,3690.0,10,S001,East,0,Weekend,70
2023-01-28,P003,Office Chair,Furniture,Chairs,782,18,12668.4,10,S004,West,0,Weekend,65
2023-01-28,P004,Coffee Maker,Appliances,Kitchen,576,2,1036.8,10,S002,North,0,Weekend,71
2023-01-28,P005,Sneakers,Fashion,Footwear,756,3,2154.6,5,S002,West,0,Weekend,86
2023-01-28,P006,Smartwatch,Electronics,Wearable Devices,903,15,11513.25,15,S001,West,0,Weekend,79
2023-01-28,P007,Yoga Mat,Fitness,Accessories,678,10,6102.0,10,S002,West,0,Weekend,74
2023-01-28,P008,Backpack,Fashion,Bags,532,3,1436.4,10,S002,South,0,Weekend,77
2023-01-28,P009,DSLR Camera,Electronics,Cameras,913,8,6208.4,15,S004,South,0,Weekend,72
2023-01-29,P001,Wireless Headphones,Electronics,Audio Devices,649,1,551.65,15,S001,West,0,Weekend,82
2023-01-29,P002,Gaming Laptop,Electronics,Computers,848,10,8056.0,5,S001,West,0,Weekend,94
2023-01-29,P003,Office Chair,Furniture,Chairs,210,15,3150.0,0,S001,East,0,Weekend,63
2023-01-29,P004,Coffee Maker,Appliances,Kitchen,128,1,128.0,0,S004,South,0,Weekend,87
2023-01-29,P005,Sneakers,Fashion,Footwear,557,17,8522.1,10,S004,West,0,Weekend,76
2023-01-29,P006,Smartwatch,Electronics,Wearable Devices,662,7,4170.6,10,S002,South,0,Weekend,78
2023-01-29,P007,Yoga Mat,Fitness,Accessories,1045,9,8464.5,10,S002,East,0,Weekend,72
2023-01-29,P008,Backpack,Fashion,Bags,487,10,4870.0,0,S003,South,0,Weekend,99
